well_id,depth_m,gamma_ray_api,resistivity_ohmm,density_gcc,neutron_porosity_vv,sonic_usft,caliper_in,hydrocarbon_probability,lithology
mywell,2131.313,42.0945,5.7181,2.2259,0.434936,107.013,8.5,0.2891,Sandstone
mywell,2131.4654,36.2744,5.7746,2.0326,0.38044,108.86,8.5,0.2857,Sandstone
mywell,2131.6178,30.3504,5.7532,2.0201,0.341312,107.387,8.5,0.2913,Sandstone
mywell,2131.7702,27.1465,5.6409,2.022,0.25172,103.035,8.5,0.1737,Sandstone
mywell,2131.9226,27.1855,5.4753,2.0607,0.316472,102.132,8.5,0.1805,Sandstone
mywell,2132.075,26.067,5.354,2.0789,0.209864,101.505,8.5,0.1808,Sandstone
mywell,2132.2274,29.5151,5.2439,2.1564,0.201064,100.508,8.5,0.1647,Sandstone
mywell,2132.3798,28.4379,5.1081,2.1649,0.353768,102.236,8.5,0.2831,Sandstone
mywell,2132.5322,30.4953,5.0921,2.161,0.405592,103.614,8.5,0.2738,Sandstone
mywell,2132.6846,28.781,5.0543,2.2116,0.260176,103.501,8.5,0.1976,Sandstone
mywell,2132.837,28.1817,4.9072,2.1614,0.230232,103.748,8.5,0.2015,Sandstone
mywell,2132.9894,29.0242,4.9129,2.042,0.257776,110.57,8.5,0.1711,Sandstone
mywell,2133.1418,31.1142,4.8128,2.2325,0.289744,115.213,8.5,0.1933,Sandstone
mywell,2133.2942,36.0603,4.7068,2.0931,0.300912,115.994,8.5,0.1939,Sandstone
mywell,2133.4466,36.8331,4.7774,2.2368,0.339688,118.604,8.5,0.2356,Sandstone
mywell,2133.599,34.6625,5.0181,2.1051,0.472928,113.293,8.5,0.2717,Sandstone
mywell,2133.7514,33.3365,5.2025,2.108,0.378768,107.174,8.5,0.3074,Sandstone
mywell,2133.9038,30.0435,5.3042,2.0574,0.455376,105.017,8.5,0.3022,Sandstone
mywell,2134.0562,29.4158,5.2673,2.1383,0.365728,104.256,8.5,0.3452,Sandstone
mywell,2134.2086,23.9312,5.1301,2.1241,0.303496,103.01,8.5,0.1858,Sandstone
mywell,2134.361,27.4195,4.9961,2.126,0.468664,102.132,8.5,0.2656,Sandstone
mywell,2134.5134,30.1195,4.9494,2.1488,0.328144,100.265,8.5,0.2516,Sandstone
mywell,2134.6658,33.7826,4.9946,2.1321,0.397432,99.01,8.5,0.2864,Sandstone
mywell,2134.8182,34.305,5.0198,2.1528,0.392048,100.612,8.5,0.2858,Sandstone
mywell,2134.9706,40.7124,5.1619,2.159,0.358272,102.113,8.5,0.2929,Sandstone
mywell,2135.123,56.5735,5.2731,2.157,0.370896,100.389,8.5,0.1356,Silty Sand
mywell,2135.2754,78.036,5.2988,2.0677,0.358104,101.863,8.5,0.0929,Silty Sand
mywell,2135.4278,99.6094,5.3169,2.073,0.358992,102.495,8.5,0.0741,Shale
mywell,2135.5802,114.0827,5.193,2.1236,0.343128,102.004,8.5,0.0401,Shale
mywell,2135.7326,123.2689,5.0988,2.1686,0.46204,102.372,8.5,0.0336,Shale
mywell,2135.885,131.2304,5.1,2.1888,0.49772,98.283,8.5,0.0369,Shale
mywell,2136.0374,135.7233,5.1536,2.2743,0.376976,100.73,8.5,0.0355,Shale
mywell,2136.1898,144.3586,5.1451,2.1937,0.41568,100.254,8.5,0.0394,Shale
mywell,2136.3422,147.7809,5.0666,2.2456,0.367392,102.854,8.5,0.0388,Shale
mywell,2136.4946,141.9949,5.0442,2.244,0.42652,105.479,8.5,0.0254,Shale
mywell,2136.647,122.6843,5.0926,2.2569,0.429976,106.244,8.5,0.0399,Shale
mywell,2136.7994,107.3176,5.1039,2.3254,0.424048,107.738,8.5,0.0565,Shale
mywell,2136.9518,100.3859,5.0286,2.3111,0.426976,107.626,8.5,0.0595,Shale
mywell,2137.1042,103.2822,4.8395,2.2594,0.379384,107.873,8.5,0.0546,Shale
mywell,2137.2566,96.6963,4.7616,2.2144,0.410744,107.503,8.5,0.0693,Shale
mywell,2137.409,100.9612,4.7094,2.1575,0.348504,108.368,8.5,0.0591,Shale
mywell,2137.5614,101.4692,4.7774,2.2939,0.38768,107.135,8.5,0.0599,Shale
mywell,2137.7138,108.2662,4.8683,2.2404,0.351296,107.497,8.5,0.0565,Shale
mywell,2137.8662,109.8378,4.8789,2.2529,0.328184,107.376,8.5,0.0318,Shale
mywell,2138.0186,104.6936,4.8274,2.2302,0.41232,107.375,8.5,0.056,Shale
mywell,2138.171,103.1253,4.7824,2.2459,0.420936,107.127,8.5,0.0546,Shale
mywell,2138.3234,96.8029,4.7066,2.2926,0.33172,105.017,8.5,0.0422,Shale
mywell,2138.4758,100.8777,4.7129,2.3109,0.42028,105.992,8.5,0.0595,Shale
mywell,2138.6282,110.5255,4.7021,2.2991,0.446792,105.504,8.5,0.0436,Shale
mywell,2138.7806,113.2953,4.6941,2.2732,0.468824,104.632,8.5,0.0442,Shale
mywell,2138.933,119.889,4.6087,2.273,0.426344,104.873,8.5,0.0342,Shale
mywell,2139.0854,113.864,4.5485,2.2224,0.413104,103.759,8.5,0.0483,Shale
mywell,2139.2378,110.6981,4.422,2.4928,0.320744,102.758,8.5,0.0311,Shale
mywell,2139.3902,112.0271,4.4349,2.2629,0.415232,102.254,8.5,0.0442,Shale
mywell,2139.5426,110.0252,4.5441,2.3215,0.533056,103.242,8.5,0.0428,Shale
mywell,2139.695,110.2044,4.6829,2.3032,0.473488,105.358,8.5,0.0436,Shale
mywell,2139.8474,99.6471,4.7306,2.1334,0.407528,107.607,8.5,0.0742,Shale
mywell,2139.9998,97.2457,4.7955,2.1201,0.378232,106.757,8.5,0.0706,Shale
mywell,2140.1522,102.5292,4.6323,2.3303,0.325424,106.254,8.5,0.0385,Shale
mywell,2140.3046,103.4509,4.7213,2.2953,0.385512,106.498,8.5,0.0546,Shale
mywell,2140.457,104.9053,5.0265,2.2851,0.333424,104.764,8.5,0.034,Shale
mywell,2140.6094,107.4149,5.15,2.2969,0.335976,104.254,8.5,0.0437,Shale
mywell,2140.7618,103.8092,5.4079,2.291,0.322112,102.266,8.5,0.0327,Shale
mywell,2140.9142,110.3332,5.4269,2.3376,0.30216,102.622,8.5,0.0263,Shale
mywell,2141.0666,106.9457,5.4776,2.2696,0.301008,100.393,8.5,0.0273,Shale
mywell,2141.219,105.9548,5.474,2.3295,0.275208,100.251,8.5,0.026,Shale
mywell,2141.3714,92.5956,5.4998,2.2873,0.232344,100.746,8.5,0.0326,Shale
mywell,2141.5238,85.8525,5.4316,2.3396,0.320288,101.494,8.5,0.0353,Shale
mywell,2141.6762,85.5649,5.4419,2.4303,0.387464,104.228,8.5,0.0841,Shale
mywell,2141.8286,91.1628,5.2168,2.2475,0.346336,107.102,8.5,0.0694,Shale
mywell,2141.981,93.7912,4.9849,2.3025,0.477936,108.737,8.5,0.0623,Shale
mywell,2142.1334,84.134,4.8778,2.299,0.413528,110.238,8.5,0.0638,Silty Sand
mywell,2142.2858,69.7513,4.8978,2.3575,0.394152,111.118,8.5,0.0723,Silty Sand
mywell,2142.4382,59.6832,4.8762,2.2598,0.455504,110.505,8.5,0.0975,Silty Sand
mywell,2142.5906,61.5404,4.75,2.2243,0.423264,109.26,8.5,0.0825,Silty Sand
mywell,2142.743,68.7916,4.6181,2.2548,0.391256,106.894,8.5,0.0715,Silty Sand
mywell,2142.8954,78.5081,4.5912,2.2481,0.391992,106.875,8.5,0.0768,Silty Sand
mywell,2143.0478,86.9545,4.6208,2.1617,0.33248,106.255,8.5,0.0392,Shale
mywell,2143.2002,89.0655,4.6845,2.1451,0.363744,101.786,8.5,0.062,Shale
mywell,2143.3526,87.1446,4.7842,2.1728,0.394752,99.394,8.5,0.0716,Shale
mywell,2143.505,100.2968,4.8386,2.1948,0.440632,99.251,8.5,0.072,Shale
mywell,2143.6574,106.7389,4.9511,2.198,0.408264,98.754,8.5,0.0653,Shale
mywell,2143.8098,118.1038,4.9748,2.1831,0.485376,102.594,8.5,0.0378,Shale
mywell,2143.9622,109.8304,5.0147,2.2683,0.450288,104.857,8.5,0.0448,Shale
mywell,2144.1146,114.5494,4.8354,2.3652,0.387504,102.643,8.5,0.0482,Shale
mywell,2144.267,116.4639,4.8112,2.1964,0.41676,102.749,8.5,0.0425,Shale
mywell,2144.4194,130.0942,4.7842,2.3835,0.390216,102.502,8.5,0.0295,Shale
mywell,2144.5718,128.9888,4.9169,2.2918,0.379088,104.112,8.5,0.0279,Shale
mywell,2144.7242,138.28,4.8783,2.3317,0.429592,104.869,8.5,0.0398,Shale
mywell,2144.8766,141.9093,4.8393,2.3439,0.41016,103.511,8.5,0.0307,Shale
mywell,2145.029,148.88,4.7666,2.3341,0.32072,105.112,8.5,0.0288,Shale
mywell,2145.1814,136.3396,4.8057,2.33,0.32992,101.281,8.5,0.0199,Shale
mywell,2145.3338,123.3638,4.8506,2.3221,0.405392,101.498,8.5,0.0298,Shale
mywell,2145.4862,115.4331,4.8808,2.203,0.402032,97.78,8.5,0.0437,Shale
mywell,2145.6386,117.7736,4.9713,2.3062,0.458544,97.378,8.5,0.0378,Shale
mywell,2145.791,114.2595,5.0285,2.307,0.457016,100.227,8.5,0.0486,Shale
mywell,2145.9434,110.5576,4.9288,2.2812,0.388552,97.77,8.5,0.0488,Shale
mywell,2146.0958,99.6824,4.677,2.2711,0.435616,105.686,8.5,0.0675,Shale
mywell,2146.2482,98.1606,4.3923,2.2224,0.284224,104.014,8.5,0.0373,Shale
mywell,2146.4006,108.1047,4.4763,2.2547,0.31772,103.504,8.5,0.0382,Shale
mywell,2146.553,120.588,4.5335,2.2104,0.301136,103.252,8.5,0.027,Shale
mywell,2146.7054,130.0961,4.659,2.2923,0.353576,104.118,8.5,0.0318,Shale
mywell,2146.8578,124.3301,4.8673,2.2672,0.416496,103.877,8.5,0.0294,Shale
mywell,2147.0102,129.5039,4.9722,2.3374,0.459656,102.883,8.5,0.0272,Shale
mywell,2147.1626,111.8209,4.9125,2.0821,0.441152,104.983,8.5,0.0474,Shale
mywell,2147.315,114.5181,4.8882,2.3964,0.300136,103.512,8.5,0.0337,Shale
mywell,2147.4674,103.4316,5.135,2.2294,0.311896,105.732,8.5,0.0361,Shale
mywell,2147.6198,110.4854,5.4108,2.2925,0.301088,108.726,8.5,0.0268,Shale
mywell,2147.7722,96.7254,5.6094,2.2811,0.399208,109.742,8.5,0.0777,Shale
mywell,2147.9246,96.3848,5.7261,2.2245,0.343456,111.114,8.5,0.0556,Shale
mywell,2148.077,104.3002,5.6982,2.1982,0.317208,107.901,8.5,0.0388,Shale
mywell,2148.2294,107.9104,5.7208,2.1712,0.289224,106.635,8.5,0.0316,Shale
mywell,2148.3818,110.7047,5.8748,2.1085,0.294952,103.897,8.5,0.0316,Shale
mywell,2148.5342,99.5204,6.0317,2.0316,0.284088,103.503,8.5,0.0366,Shale
mywell,2148.6866,90.006,6.0558,2.2086,0.406016,102.26,8.5,0.0649,Shale
mywell,2148.839,75.4577,6.2643,2.3062,0.369304,101.754,8.5,0.0974,Silty Sand
mywell,2148.9914,67.8811,6.4257,2.3437,0.374952,101.502,8.5,0.071,Silty Sand
mywell,2149.1438,61.4166,6.6413,2.2369,0.301592,100.136,8.5,0.0998,Silty Sand
mywell,2149.2962,61.8273,6.8364,2.24,0.3258,98.885,8.5,0.0914,Silty Sand
mywell,2149.4486,61.3687,6.9432,2.24,0.371632,98.875,8.5,0.1027,Silty Sand
mywell,2149.601,71.653,6.9748,2.2668,0.353152,101.355,8.5,0.0729,Silty Sand
mywell,2149.7534,80.0301,6.9839,2.2243,0.304392,102.491,8.5,0.045,Silty Sand
mywell,2149.9058,84.938,6.9443,2.2458,0.311936,101.26,8.5,0.0405,Silty Sand
mywell,2150.0582,75.793,6.9946,2.2043,0.327872,101.002,8.5,0.0548,Silty Sand
mywell,2150.2106,69.3117,6.989,2.2457,0.333952,99.14,8.5,0.0742,Silty Sand
mywell,2150.363,64.5252,7.0436,2.248,0.276464,98.505,8.5,0.075,Silty Sand
mywell,2150.5154,66.0504,7.0232,2.2163,0.309728,98.748,8.5,0.0771,Silty Sand
mywell,2150.6678,63.7586,6.9446,2.2606,0.279248,100.61,8.5,0.079,Silty Sand
mywell,2150.8202,67.1356,6.9004,2.2164,0.302808,101.121,8.5,0.0762,Silty Sand
mywell,2150.9726,66.1978,6.8375,2.2805,0.313912,101.373,8.5,0.0734,Silty Sand
mywell,2151.125,63.0017,6.7993,2.1917,0.385424,102.367,8.5,0.075,Silty Sand
mywell,2151.2774,58.6578,6.8784,2.2138,0.396912,101.755,8.5,0.1195,Silty Sand
mywell,2151.4298,59.4692,6.9504,2.2219,0.331528,103.114,8.5,0.1173,Silty Sand
mywell,2151.5822,58.4116,6.9946,2.2686,0.29132,101.761,8.5,0.1252,Silty Sand
mywell,2151.7346,54.8973,7.0287,2.1896,0.292984,102.494,8.5,0.1339,Silty Sand
mywell,2151.887,56.8272,7.0409,2.1731,0.298952,101.384,8.5,0.126,Silty Sand
mywell,2152.0394,59.8884,7.0212,2.1948,0.365464,101.251,8.5,0.1258,Silty Sand
mywell,2152.1918,59.915,7.1222,2.2297,0.35608,99.886,8.5,0.1332,Silty Sand
mywell,2152.3442,51.484,7.2182,2.2062,0.263744,99.379,8.5,0.1204,Silty Sand
mywell,2152.4966,47.1028,7.2488,2.202,0.259032,98.507,8.5,0.128,Silty Sand
mywell,2152.649,46.9539,7.1756,2.2318,0.310584,99.12,8.5,0.1587,Silty Sand
mywell,2152.8014,53.4675,7.1373,2.2747,0.324888,99.001,8.5,0.1433,Silty Sand
mywell,2152.9538,62.452,7.141,2.2442,0.223816,99.248,8.5,0.0888,Silty Sand
mywell,2153.1062,66.8501,7.4088,2.2063,0.319224,99.25,8.5,0.0807,Silty Sand
mywell,2153.2586,60.4013,7.4814,2.2685,0.311072,99.126,8.5,0.121,Silty Sand
mywell,2153.411,51.4031,7.4651,2.2283,0.34076,98.629,8.5,0.1645,Silty Sand
mywell,2153.5634,42.4179,7.3747,2.2548,0.237832,101.849,8.5,0.1535,Sandstone
mywell,2153.7158,41.0822,7.2619,2.3274,0.279656,100.511,8.5,0.1739,Sandstone
mywell,2153.8682,41.5511,7.133,2.2615,0.365312,101.74,8.5,0.2411,Sandstone
mywell,2154.0206,44.527,7.0854,2.2263,0.357072,100.758,8.5,0.2456,Sandstone
mywell,2154.173,51.9702,7.085,2.2786,0.369896,100.626,8.5,0.1689,Silty Sand
mywell,2154.3254,52.4238,7.0096,2.2284,0.348176,100.873,8.5,0.166,Silty Sand
mywell,2154.4778,47.9412,6.7789,2.1596,0.325184,100.007,8.5,0.1727,Silty Sand
mywell,2154.6302,42.7396,6.6312,2.3266,0.348808,100.992,8.5,0.2437,Sandstone
mywell,2154.7826,38.9324,6.6875,2.2615,0.323208,99.14,8.5,0.2151,Sandstone
mywell,2154.935,39.4813,6.7366,2.255,0.29324,98.753,8.5,0.1885,Sandstone
mywell,2155.0874,35.9495,6.6497,2.1895,0.351528,97.634,8.5,0.2702,Sandstone
mywell,2155.2398,35.8387,6.5875,2.2624,0.286528,99.113,8.5,0.186,Sandstone
mywell,2155.3922,36.4153,6.4719,2.1817,0.27608,99.497,8.5,0.187,Sandstone
mywell,2155.5446,40.4267,6.3133,2.185,0.240288,100.864,8.5,0.1565,Sandstone
mywell,2155.697,43.6711,6.2465,2.183,0.223136,102.115,8.5,0.1495,Sandstone
mywell,2155.8494,45.0461,6.1587,2.1711,0.21308,101.257,8.5,0.1362,Silty Sand
mywell,2156.0018,43.8755,6.1749,2.1492,0.289384,101.622,8.5,0.1741,Sandstone
mywell,2156.1542,40.1837,6.1899,2.1262,0.264208,101.005,8.5,0.1576,Sandstone
mywell,2156.3066,43.7569,6.184,2.1409,0.28384,100.876,8.5,0.1564,Sandstone
mywell,2156.459,44.2354,6.1979,2.1222,0.22448,100.131,8.5,0.1634,Sandstone
mywell,2156.6114,49.6712,6.2297,2.1389,0.295424,100.001,8.5,0.148,Silty Sand
mywell,2156.7638,51.2734,6.1854,2.136,0.301952,100.372,8.5,0.1483,Silty Sand
mywell,2156.9162,57.3322,6.303,2.1787,0.294064,100.251,8.5,0.1184,Silty Sand
mywell,2157.0686,56.8245,6.6125,2.1006,0.361456,100.87,8.5,0.1394,Silty Sand
mywell,2157.221,54.3569,6.9205,2.1605,0.308432,98.767,8.5,0.1497,Silty Sand
mywell,2157.3734,41.7346,7.1204,2.1362,0.333792,98.254,8.5,0.2496,Sandstone
mywell,2157.5258,32.4689,7.3313,2.1955,0.339952,96.514,8.5,0.2655,Sandstone
mywell,2157.6782,29.1333,7.3667,2.1454,0.308256,97.74,8.5,0.2321,Sandstone
mywell,2157.8306,28.4166,7.3432,2.1787,0.29808,98.866,8.5,0.2269,Sandstone
mywell,2157.983,34.3481,7.3519,2.177,0.296016,98.503,8.5,0.2188,Sandstone
mywell,2158.1354,33.9853,7.4185,2.1572,0.298976,98.004,8.5,0.2166,Sandstone
mywell,2158.2878,37.9956,7.5222,2.1262,0.324792,96.388,8.5,0.2287,Sandstone
mywell,2158.4402,36.1521,7.6629,2.1568,0.343848,95.507,8.5,0.2612,Sandstone
mywell,2158.5926,33.4844,7.7215,2.1729,0.384672,94.756,8.5,0.2668,Sandstone
mywell,2158.745,35.3319,7.7002,2.173,0.322504,96.238,8.5,0.2257,Sandstone
mywell,2158.8974,35.7924,7.6306,2.173,0.349776,97.738,8.5,0.2708,Sandstone
mywell,2159.0498,37.5489,7.5546,2.2256,0.322224,97.75,8.5,0.2213,Sandstone
mywell,2159.2022,34.3122,7.5451,2.2399,0.300176,97.254,8.5,0.2074,Sandstone
mywell,2159.3546,35.6718,7.4775,2.2023,0.305952,96.754,8.5,0.2136,Sandstone
mywell,2159.507,35.1503,7.3391,2.2159,0.366512,96.626,8.5,0.2721,Sandstone
mywell,2159.6594,32.6412,7.334,2.1952,0.28268,97.245,8.5,0.2093,Sandstone
mywell,2159.8118,35.9958,7.209,2.2545,0.318704,98.738,8.5,0.22,Sandstone
mywell,2159.9642,39.8739,7.1217,2.1955,0.332888,98.502,8.5,0.2449,Sandstone
mywell,2160.1166,48.1991,7.0496,2.2099,0.272488,98.376,8.5,0.1319,Silty Sand
mywell,2160.269,53.2429,7.0341,2.1951,0.299776,98.127,8.5,0.1489,Silty Sand
mywell,2160.4214,62.7844,6.9586,2.1871,0.292064,95.769,8.5,0.1088,Silty Sand
mywell,2160.5738,62.7578,6.955,2.2197,0.32672,98.106,8.5,0.0865,Silty Sand
mywell,2160.7262,65.0991,6.9729,2.1714,0.233752,98.001,8.5,0.0774,Silty Sand
mywell,2160.8786,63.2828,7.1208,2.169,0.22804,99.116,8.5,0.0809,Silty Sand
mywell,2161.031,75.6928,7.4672,2.2216,0.334144,100.241,8.5,0.06,Silty Sand
mywell,2161.1834,76.5697,7.6902,2.216,0.272504,98.638,8.5,0.0566,Silty Sand
mywell,2161.3358,80.9537,7.9083,2.1694,0.221408,95.401,8.5,0.0438,Silty Sand
mywell,2161.4882,66.0574,7.8931,2.1591,0.25076,95.127,8.5,0.085,Silty Sand
mywell,2161.6406,56.9356,7.6886,2.1788,0.235128,94.629,8.5,0.1098,Silty Sand
mywell,2161.793,46.2029,7.7098,2.2018,0.235992,96.113,8.5,0.1457,Silty Sand
mywell,2161.9454,46.117,7.7179,2.2278,0.227072,96.497,8.5,0.151,Silty Sand
mywell,2162.0978,43.4059,7.6476,2.232,0.228984,95.88,8.5,0.1597,Sandstone
mywell,2162.2502,45.2827,7.7016,2.232,0.228008,98.479,8.5,0.1499,Silty Sand
mywell,2162.4026,47.1342,7.6881,2.2518,0.23792,101.228,8.5,0.1123,Silty Sand
mywell,2162.555,63.4565,7.7545,2.2441,0.215184,96.414,8.5,0.0831,Silty Sand
mywell,2162.7074,70.6481,7.5655,2.2519,0.171352,97.491,8.5,0.0782,Silty Sand
mywell,2162.8598,79.142,7.317,2.253,0.251352,96.26,8.5,0.0503,Silty Sand
mywell,2163.0122,79.5622,6.9618,2.2728,0.359136,95.506,8.5,0.0722,Silty Sand
mywell,2163.1646,84.154,6.8281,2.1599,0.372896,93.64,8.5,0.0713,Silty Sand
mywell,2163.317,90.6152,6.8816,2.157,0.247016,92.261,8.5,0.0407,Shale
mywell,2163.4694,91.2324,6.8919,2.2195,0.28072,97.086,8.5,0.0403,Shale
mywell,2163.6218,90.7162,6.9981,2.216,0.205608,98.241,8.5,0.0401,Shale
mywell,2163.7742,83.8979,6.9643,2.1912,0.327016,99.366,8.5,0.0423,Silty Sand
mywell,2163.9266,70.4946,6.7924,2.2118,0.30816,99.623,8.5,0.0791,Silty Sand
mywell,2164.079,62.7268,6.4597,2.1872,0.311968,98.261,8.5,0.0923,Silty Sand
mywell,2164.2314,62.5569,5.8717,2.1711,0.314976,96.886,8.5,0.0797,Silty Sand
mywell,2164.3838,72.8639,5.3978,2.1373,0.307064,99.727,8.5,0.0627,Silty Sand
mywell,2164.5362,84.3838,4.6242,2.1747,0.261368,103.842,8.5,0.0301,Silty Sand
mywell,2164.6886,96.8334,3.5387,2.2742,0.318536,107.595,8.5,0.048,Shale
mywell,2164.841,112.5511,2.1819,2.2671,0.248568,105.517,8.5,0.0248,Shale
mywell,2164.9934,120.4404,2.0916,2.1738,0.271808,101.656,8.5,0.0258,Shale
mywell,2165.1458,125.5801,1.599,2.1909,0.357312,109.933,8.5,0.0273,Shale
mywell,2165.2982,122.9485,1.3053,2.2585,0.350064,115.208,8.5,0.029,Shale
mywell,2165.4506,118.7279,1.1145,2.2104,0.468048,117.854,8.5,0.0368,Shale
mywell,2165.603,109.6579,0.9573,2.1396,0.475944,128.167,8.5,0.0522,Shale
mywell,2165.7554,109.8637,0.8598,2.0061,0.447232,126.514,8.5,0.0481,Shale
mywell,2165.9078,115.2536,0.8699,2.1092,0.565048,127.244,8.5,0.059,Shale
mywell,2166.0602,122.2003,0.873,2.0981,0.459856,125.018,8.5,0.0395,Shale
mywell,2166.2126,136.1539,0.9286,2.0454,0.554232,119.048,8.5,0.0266,Shale
mywell,2166.365,142.8162,0.9657,2.0767,0.4558,114.412,8.5,0.0305,Shale
mywell,2166.5174,149.0015,1.0682,1.956,0.46492,110.283,8.5,0.0463,Shale
mywell,2166.6698,145.6772,1.2684,2.1871,0.441192,108.266,8.5,0.0319,Shale
mywell,2166.8222,146.8831,1.5279,2.2217,0.419176,106.762,8.5,0.0319,Shale
mywell,2166.9746,143.6908,1.9407,2.2299,0.415032,103.526,8.5,0.0342,Shale
mywell,2167.127,130.4456,2.5471,2.2459,0.38524,102.508,8.5,0.0353,Shale
mywell,2167.2794,114.5553,3.1036,2.2529,0.473288,101.136,8.5,0.0544,Shale
mywell,2167.4318,83.418,3.5415,2.259,0.5484,101.001,8.5,0.0669,Silty Sand
mywell,2167.5842,64.1315,4.0132,2.2084,0.388296,101.868,8.5,0.0691,Silty Sand
mywell,2167.7366,45.3552,4.6727,2.3776,0.266968,100.883,8.5,0.1352,Silty Sand
mywell,2167.889,49.6759,5.4091,2.26,0.229296,101.867,8.5,0.0933,Silty Sand
mywell,2168.0414,49.7646,5.9179,2.2104,0.239912,101.131,8.5,0.1087,Silty Sand
mywell,2168.1938,54.6337,6.1849,2.1981,0.257856,102.117,8.5,0.0905,Silty Sand
mywell,2168.3462,59.2461,6.0739,2.202,0.226256,100.389,8.5,0.1011,Silty Sand
mywell,2168.4986,65.0009,5.9867,2.1613,0.229968,99.755,8.5,0.0782,Silty Sand
mywell,2168.651,70.8046,5.8035,2.1868,0.287536,101.982,8.5,0.0735,Silty Sand
mywell,2168.8034,76.6443,5.6264,2.1632,0.274112,99.644,8.5,0.0454,Silty Sand
mywell,2168.9558,79.9557,5.3889,2.2801,0.316656,101.361,8.5,0.0392,Silty Sand
mywell,2169.1082,80.8083,5.0388,2.2344,0.261448,102.119,8.5,0.0343,Silty Sand
mywell,2169.2606,94.9103,4.6075,2.2628,0.372104,102.249,8.5,0.0599,Shale
mywell,2169.413,112.9227,4.3352,2.2967,0.296616,104.73,8.5,0.0268,Shale
mywell,2169.5654,123.0237,4.1505,2.3139,0.287072,102.766,8.5,0.0196,Shale
mywell,2169.7178,119.6122,3.9228,2.2465,0.30684,102.502,8.5,0.024,Shale
mywell,2169.8702,122.8507,3.5907,2.2926,0.340728,102.252,8.5,0.0209,Shale
mywell,2170.0226,125.6953,3.3212,2.299,0.418376,102.126,8.5,0.0277,Shale
mywell,2170.175,122.9166,3.1841,2.3694,0.430904,105.845,8.5,0.0298,Shale
mywell,2170.3274,121.0935,2.9052,2.4008,0.441912,107.735,8.5,0.0389,Shale
mywell,2170.4798,122.4837,2.7602,2.3018,0.349744,103.906,8.5,0.0389,Shale
mywell,2170.6322,122.1974,2.5785,2.3923,0.35396,107.843,8.5,0.0365,Shale
mywell,2170.7846,119.8182,2.4937,2.4317,0.444272,105.147,8.5,0.0374,Shale
mywell,2170.937,121.4973,2.4345,2.1493,0.487656,106.365,8.5,0.0414,Shale
mywell,2171.0894,122.6151,2.2981,2.2373,0.4632,110.839,8.5,0.0399,Shale
mywell,2171.2418,122.6428,2.1571,2.2122,0.43324,108.147,8.5,0.0436,Shale
mywell,2171.3942,112.9462,2.0985,2.1674,0.461768,111.225,8.5,0.0498,Shale
mywell,2171.5466,115.3609,2.0504,2.2523,0.411408,110.506,8.5,0.0503,Shale
mywell,2171.699,122.9381,2.0173,2.3899,0.451672,107.276,8.5,0.0305,Shale
mywell,2171.8514,131.5342,2.0309,2.1866,0.480768,107.622,8.5,0.0366,Shale
mywell,2172.0038,122.05,2.0201,2.3774,0.424456,106.137,8.5,0.0379,Shale
mywell,2172.1562,118.1022,2.0587,2.2778,0.426976,106.125,8.5,0.0342,Shale
mywell,2172.3086,123.525,2.1989,2.2572,0.51628,104.761,8.5,0.0302,Shale
mywell,2172.461,135.842,2.327,2.3453,0.485256,104.502,8.5,0.0369,Shale
mywell,2172.6134,132.8569,2.2943,2.2914,0.468136,106.732,8.5,0.0352,Shale
mywell,2172.7658,127.997,2.2067,2.289,0.389632,106.75,8.5,0.0288,Shale
mywell,2172.9182,119.8266,2.1872,2.3455,0.335432,108.61,8.5,0.0226,Shale
mywell,2173.0706,120.8076,2.2832,2.2032,0.432216,109.865,8.5,0.0402,Shale
mywell,2173.223,113.8581,2.28,2.4361,0.416136,107.767,8.5,0.0495,Shale
mywell,2173.3754,111.4817,2.1481,2.2059,0.463616,106.758,8.5,0.049,Shale
mywell,2173.5278,110.0216,2.0994,2.3349,0.472928,106.626,8.5,0.046,Shale
mywell,2173.6802,113.8094,2.0782,2.2775,0.432328,106.129,8.5,0.0446,Shale
mywell,2173.8326,112.1506,2.0859,2.2889,0.405216,105.009,8.5,0.0447,Shale
mywell,2173.985,111.8325,2.0701,2.287,0.498248,104.752,8.5,0.0444,Shale
mywell,2174.1374,113.3884,2.0531,2.3634,0.44444,105.494,8.5,0.0433,Shale
mywell,2174.2898,120.0137,2.054,2.3402,0.381504,105.252,8.5,0.0334,Shale
mywell,2174.4422,118.8925,2.1135,2.2954,0.505992,104.878,8.5,0.0342,Shale
mywell,2174.5946,118.3205,2.2063,2.289,0.476248,104.379,8.5,0.0338,Shale
mywell,2174.747,116.828,2.2378,2.3703,0.467072,108.963,8.5,0.0393,Shale
mywell,2174.8994,113.9094,2.2221,2.2678,0.431288,110.984,8.5,0.0447,Shale
mywell,2175.0518,117.5842,2.2101,2.2868,0.434968,110.752,8.5,0.0342,Shale
mywell,2175.2042,113.651,2.5274,2.2949,0.339768,101.45,8.5,0.0272,Shale
mywell,2175.3566,118.9302,3.026,2.293,0.415384,100.631,8.5,0.0375,Shale
mywell,2175.509,132.0872,3.4665,2.3049,0.432864,99.881,8.5,0.0335,Shale
mywell,2175.6614,136.4666,3.6882,2.3179,0.479624,97.767,8.5,0.0303,Shale
